query_id,epoch,probe_index,led_slot,merge_support_flag,abstained_core,state,disposition,reason_code,evidence_ptr,certification_tier
pairD_stale-soft_s0:e0:p27,0,27,17,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 17 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p28,0,28,39,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p29,0,29,50,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p30,0,30,17,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 17 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p31,0,31,24,0,0,superseded,withheld,led_superseded_supersession,router(fork_events.csv): slot 24 superseded (supersession verdict) @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p32,0,32,2,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 2 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p33,0,33,8,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p34,0,34,21,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p35,0,35,2,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 2 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p36,0,36,44,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p37,0,37,54,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 54 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p38,0,38,38,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p39,0,39,3,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p40,0,40,2,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 2 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p41,0,41,44,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p42,0,42,26,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p43,0,43,14,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p44,0,44,20,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p46,0,46,61,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 61 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p47,0,47,21,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p48,0,48,21,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p49,0,49,52,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 52 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p51,0,51,3,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p52,0,52,2,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 2 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p54,0,54,2,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 2 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p55,0,55,15,0,0,superseded,withheld,led_superseded_supersession,router(fork_events.csv): slot 15 superseded (supersession verdict) @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p56,0,56,17,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 17 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p57,0,57,36,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p58,0,58,24,0,0,superseded,withheld,led_superseded_supersession,router(fork_events.csv): slot 24 superseded (supersession verdict) @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p59,0,59,30,0,0,superseded,withheld,led_superseded_supersession,router(fork_events.csv): slot 30 superseded (supersession verdict) @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p60,0,60,26,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p61,0,61,17,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 17 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p62,0,62,17,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 17 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p63,0,63,17,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 17 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p64,0,64,49,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 49 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p65,0,65,49,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 49 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p66,0,66,8,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p67,0,67,37,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 37 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p68,0,68,55,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p69,0,69,41,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p70,0,70,37,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 37 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p71,0,71,24,0,0,superseded,withheld,led_superseded_supersession,router(fork_events.csv): slot 24 superseded (supersession verdict) @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p72,0,72,51,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p73,0,73,41,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p74,0,74,34,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p75,0,75,49,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 49 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p76,0,76,58,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 58 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p77,0,77,38,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p78,0,78,37,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 37 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p79,0,79,48,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p80,0,80,48,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p81,0,81,49,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 49 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p82,0,82,53,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p83,0,83,38,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p84,0,84,44,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p85,0,85,48,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p86,0,86,43,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p87,0,87,20,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p88,0,88,45,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p89,0,89,31,0,0,superseded,withheld,led_superseded_supersession,router(fork_events.csv): slot 31 superseded (supersession verdict) @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p90,0,90,38,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p91,0,91,54,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 54 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p92,0,92,60,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 60 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p93,0,93,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p94,0,94,51,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p95,0,95,58,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 58 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p96,0,96,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p97,0,97,60,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 60 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p98,0,98,44,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p99,0,99,36,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p100,0,100,48,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p101,0,101,58,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 58 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p102,0,102,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p103,0,103,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p104,0,104,62,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p105,0,105,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p106,0,106,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p107,0,107,45,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p108,0,108,39,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p109,0,109,51,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p110,0,110,34,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p111,0,111,58,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 58 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p112,0,112,51,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p113,0,113,38,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p114,0,114,44,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p115,0,115,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p116,0,116,4,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 4 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p117,0,117,50,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p118,0,118,51,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p119,0,119,35,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p120,0,120,40,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p121,0,121,58,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 58 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p122,0,122,44,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p123,0,123,37,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 37 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p124,0,124,44,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p125,0,125,46,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p126,0,126,36,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p127,0,127,49,0,0,human-review,escalated,led_pending_ambiguous,router(fork_events.csv): slot 49 in ambiguous (pending) pair @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p128,0,128,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p129,0,129,66,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p130,0,130,89,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p131,0,131,89,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p132,0,132,66,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p133,0,133,66,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p134,0,134,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p135,0,135,82,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p136,0,136,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p137,0,137,71,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p138,0,138,15,0,0,superseded,withheld,led_superseded_supersession,router(fork_events.csv): slot 15 superseded (supersession verdict) @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p139,0,139,89,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p140,0,140,69,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p141,0,141,69,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p142,0,142,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p143,0,143,82,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p144,0,144,89,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p145,0,145,84,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p146,0,146,74,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p147,0,147,69,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p148,0,148,89,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p149,0,149,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p150,0,150,82,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p151,0,151,79,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p152,0,152,84,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p153,0,153,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p155,0,155,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p156,0,156,68,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p157,0,157,74,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p158,0,158,79,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p159,0,159,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p160,0,160,87,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p161,0,161,74,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p162,0,162,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p163,0,163,70,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p164,0,164,89,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p165,0,165,90,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p166,0,166,84,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p167,0,167,87,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p168,0,168,71,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p169,0,169,64,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
pairD_stale-soft_s0:e0:p170,0,170,89,0,0,agent-readable,shown,no_adverse_flag,topk.csv.gz + router: no adverse flag on support @epoch 0,harness-heuristic
